paperId,venue
83efb7b2735f6197bd3a1528763d672936fce114,
f50be735b8bb52256f52d83b3b732ea3d467933a,Annual Meeting of the Cognitive Science Society
093a8ad2732b1a8a88069cacde7828e70d4bb7ed,
7d55dee3fe080204339e6d5a0f91922f4c509b75,
43709d5c0c7b4f0c7c0acc58de65fb6728edcae3,ETRA Adjunct
8408ece44f931702d20b38bdcb58cffe41b6fbe8,Universal Access in the Information Society
ec1c209849ec8942113ee7aa0d570b24cba6cbb3,Ergonomics
43051267ab5da7bcc5f4db4ac3cd6c79d1fa3be2,Interacting with computers
f2622cfb844ff0990d01ef46d02dbc033e8f2d83,Proceedings of the Human Factors and Ergonomics Society Annual Meeting
b53c9b4b1c5798bd983ce941f554ea342e20fbf7,2020 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)
3d45041647542d0d41be40618d38d1f260163f33,Information Visualization
651a06849a7586fb206bf9d2ffc90a06d40d40d7,
27fd4c6e81dfc4365c558ffd1833265b2b1081b7,Environmental safety and natural resources
95c50717da915e01be55c6a4a90bf9b839fc2cc9,Climatic Change
f7212bb175baaedbf2eb8e7e6315b848099684c2,Proceedings of the Human Factors and Ergonomics Society Annual Meeting
8d370a67a2039030280770405471bb6d8cf56179,Applied Ergonomics
15a16bba19b29f48791e4b848f98041fb88fc868,International Conference on Applied Human Factors and Ergonomics
8dbadb174221fec97a2acf7f9142fd884eed9b73,"2019 5th International Conference on Engineering, Applied Sciences and Technology (ICEAST)"
cf9e9d1d3e4bdedb2a3782814d2be90c43453228,Journal of Vision
ba3acbee8f50e8ecd561c10ff6d194cade9f1178,
536bfb1f79173713724853e050f97ee5d599b115,Journal of Cognitive Psychology
4c969f6121363d8c06097e1df1c2f596d5ed585a,Cartography and Geographic Information Science
71a5534ce57d6f6a3739825b846bd0d011f798b6,Interacción
91f48d52ae186ccb77af7cf18d4cb3e7acde4da0,Cognitive Systems Research
70fc0820a0aed4e6487ec18d29a68b0716c9dfdb,
09721873d21639eed00bb30514407ea824f35c69,Ergonomics
7b6eaf45bad4de9dc0bec8d8f0c3c2f62e637a9d,IEEE Transactions on Human-Machine Systems
25ba561758b55b700f57ac0f91b69cbb5c0e3752,
1dc1a7ae9b1b8f5b3a1d7cc3addd71a18f132bdd,IEEE Transactions on Human-Machine Systems
e7bf5866059585fcf77234d66fa1a9de767986f9,Canadian journal of experimental psychology = Revue canadienne de psychologie experimentale
6c5b9cf341218f8f66b9d95e1145cb20c4e06660,Cartographica
1d8d2826dc18505218804b3893d9f6697c42b10f,
e943d37767ba1a3bc8eae0b7ba67ccf3011b59f5,Journal of Experimental Psychology: Human Perception and Performance
8fcea1c5f54f64b6b767548fe1b8121bec4cc6ff,Vision Research
dba480e7259525688f4c218e538a1430595de510,
dab05a4544628ee70add277447332a20009dd89e,
435e91c4f03224a93a91dbc37c33e368db8f59ca,
13f9c8c1fbb2a59d14cbc0153c81471e5d8c40e7,
188429c3285474789f3612286cf3d6c3eeccfd83,ISPRS Int. J. Geo Inf.
af18298b7e87b4dd236a460ce9ab370e1918b8bb,Hum. Factors
ef207ac1e4a970db539dedb2c3eb8f29aebe4581,Hum. Factors
7fc462b8375fed44555e9a5881a90a555c19da20,Frontiers in Human Neuroscience
1cd88b1dae71c459fada92db89c9d37b71747da2,Applied Ergonomics
873d1aa727bf0fc793f2c0c134b32d285c73900b,Cartographica
c5046e1e45c2e092e52da7083e0e614506e1d0da,
11a0e171d6011620754b62837d18278c8c0f9a00,Journal of Vision
9778e2d3b3eac327c0370589e9c10394ca7b866e,Neural Information Processing Systems
0f9f4ad5f326859e80e151f45a471992c1454106,Optics/Photonics in Security and Defence
0f4ccf308126cee48584c71fe7c9654aeda2a9b9,Journal of Vision
539a6bd9ac290d832b30320b053230790ecbbd67,Vision Research
e0a87af2d755557022d285073356cd4cef551455,
58297b30679cb5f6a792af6ee150d5bebf273c98,
2c533e39e9e18afb5a1747f918fa607c0ec84fa9,Operations Research and Fuzziology
9adc5ff74a368d4eb600677e0bc70d18f8fd12ba,
0eb7081dac8bf86254c49001c32f4934aedad330,
a864921c591930b5a33b4551e1bf638fa0b2dec0,
e996ce6c2021057081c91e6b58c006b278558b31,
0506e4b7ec8ba1c562b8b7dd674de8e3793aa978,
1e57b8aa5331f659ca3de56e6c9e7f96bd6a8f33,Experimental Psychology
b6896d35c8318699ced19411bb501bb4911d5617,
5209dce782c084f124e8b30716f6889192b49a3e,
e8df632378eadeb65bb68134624866f40d4b5709,
e81ede6c0139095e3983d697026cc60c8bff1627,
08778a1783f02954125ea259fef7364759b2202d,
cccbc444860a16aa78aaf80a64a1f8579b725a46,Scientific Reports
89e0d4daa5037112604e6d480b0790d111d0a1fe,IMX Workshops
4de311877f44127adcc40c3491d46ca083f7e69c,IEEE International Symposium on Biomedical Imaging
bd265304c93c5273e9014fe569429faf4206c17d,International Conference on Content-Based Multimedia Indexing
5ee92b50cb1c563434e6991e92e08343c2bd1827,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)
cae46c47ec4887b48fcda495a63d7a5b60d991ef,2022 5th International Conference on Artificial Intelligence and Big Data (ICAIBD)
b8253e62de46ab609c87b1d747382478974e81c5,Applied Nanoscience
4b4b145fbbebddaa57f76876e5203ec592ca9bf4,Human Vision and Electronic Imaging
d0f75a57ab730309b1355e76a9240a48d79fb840,Visual Communications and Image Processing
4ff963f85dc9885e1ab3a4ae1589b7e2d9fbcbb6,IEEE International Workshop on Multimedia Signal Processing
2d5e0eca5abab626c3ca101f9c18d5ab97144212,IEEE Transactions on Cognitive and Developmental Systems
52e24a3a8288499093dac27846eb1f9558b4fc21,International Conference on Information Photonics
b280d2d77a9145d474c916a54dc15084ff274065,QoEVMA @ ACM Multimedia
52ab2027e9e9939f5fbad8652b8c017821a4c545,PLoS ONE
ab5724a69981f709d0d7a0749b54269ac78deabe,Computer graphics forum (Print)
344b654f97310e54bf7d29e53e6b4958ce7c95a4,2020 IEEE International Conference on Multimedia & Expo Workshops (ICMEW)
b58d75b3403dcd98e9ed3290058900d468f912e4,MMVE@MMSys
dbe1f8b221b4ba55d8b45b626a6b36a2962681f5,IEEE Conference on Virtual Reality and 3D User Interfaces
103b886ffa600190fafc5e438c427d857707cbd5,International Conference on Information Photonics
79546cbefcfb17f8dd88bfb778c5c01c8da90a53,Signal processing. Image communication
e698a6c7cc2f7cdcf551833fb15ae3e3f9c1cfe8,International Conference on Information Photonics
31a439088eafde0267abb6ef0bb3982b44a7484d,ACM Computing Surveys
a98bd5f3747f1d012e3fdd1d1930dc46981cbe1d,
3353eb8b4cba20fd29b42770f4a5f542ea547cac,Pattern Recognition Letters
4cbe61aa6b66572495d9918cd51f6453ca04fd21,International Conference on Pattern Recognition
a18d31e4303e705ff4b0938c8aaeae5a026be8db,IEEE transactions on circuits and systems for video technology (Print)
a35ba189491bb8ae59df3c8b41a5f157e34231d2,Neurocomputing
37d969028935706c3f1a3200a6d7ec25ea3b30c7,International Conference on Data Science and Advanced Analytics
248cd33d73ea21a05ba9b763ff8976402813c0ba,ACM Transactions on Graphics
b4b2bf43d8a7c749a1aa05c33f0b97ffeebccf11,Cognitive Systems Research
8a6b4bb21610fb69d195abca53eeccfac33175dc,International Conference on Information Photonics
511a475863e24dcee9e814eaf9253af03c97dd53,Eye Tracking Research & Application
9c0c142815e894af9167e6881be0a3e786fe6d64,
360a6325237a2a412f3999fac09f30e5d45c1a7b,PLoS ONE
9adc420f1f9c97fc1fb7975447fdf244b061bbbc,IEEE Transactions on Cybernetics
486a3f97f138c4ce091e98ac7985a9b4252958d6,
1a3b7b3f5096b369f8af7e657c4251c7e70cc194,IEEE Transactions on Affective Computing
b3330f5ee35ce56a645ec9ebcd1b7f055a228eff,Neurocomputing
3b9718814b5af8d4530598e12f8fcd8b0f406a96,Asia-Pacific Signal and Information Processing Association Annual Summit and Conference
5756d782983d5faf7643aa29dfb7cfbdee984f56,Information Sciences
18b8ae65738cf3e7fbb1e0c3636d84209b1b1204,
1ffd7567fe07600cfe326fa5c6495db06c523974,Cognitive Computation
08b477609506dbc41c678cf075b06fd7e24cb198,IEEE transactions on circuits and systems for video technology (Print)
b47d52e376b53aea2c2854b3ce43dcfdb299c538,IEEE Transactions on Cybernetics
21ab9bd7fb650fda5de56dcdaf83a68bd1524c0f,Machine Vision and Applications
6ab285457954ee8b2a0f253817df9a877adad028,2013 Humaine Association Conference on Affective Computing and Intelligent Interaction
b98557430d2c1ba0c2343c1e56137d02e3711f9f,Electronic imaging
d92f374ef9d475f0bdfc5df1c4238d727de577b7,2012 International Symposium on Intelligent Signal Processing and Communications Systems
a98a0079fef4c434e5e1f775ce47f8151149bf47,Behavior Research Methods
aab0f49cd417a2d5d21d25e4d5ffe0a2ea900e47,Cognitive Computation
48c3898c184f223146a45be7aac9b54f92664f7b,
b5937a6543405428a594c89518667911c6255b11,IEEE transactions on multimedia
3eefcb175f042e0a8a6ee3e7ce310b3a6597ec2f,AAAI Spring Symposia
90fdf8992cbc6c051916f597652494e0ff085c5a,Acta Psychologica
77b5e8dddb82f068979f2ebda56bd2b48e1e7f7e,
33b683f8ebe0bb1d38c423bc491c0371cee36d8c,Accident Analysis and Prevention
909fb86fca04f7b35947350183cd4c6ba5ed3d0a,Vision Research
30e96f9c5b7a42397d2738d5789e7e2c47256cde,
ba8fb0567967652bc6c28fd41fa72778bc50c61d,Vision Research
1eff568e333cd5aad4adf692d486b38d66736cd4,
ba6e9cc00bcefd3c0b49b734146a065393f70cc1,International Conference on Neural Information Processing
7e120a8afbbf6fa17f2532efeb81748b007dbd25,
4b86ed3b4521c9395cf08b1f5d30f6610e9686b4,Buildings
209b0f08cf5fe533666c84fdaf7ac34426c36ea8,eNeuro
0a6ff3d67e52782324f7b0919a618626cfb27849,Scientific Reports
a321c3305be9e1d991013e8d330bdfe88dd4a5c1,Journal of Eye Movement Research
0dc4f0b80624ed866aa9cd030a2a190d8f228e83,Journal of Vision
a1fdf45e6649b0020eb533c70d6062b9183561ff,arXiv.org
82256e82e9ae58538f8b68f2f6cd1e667818cb18,2017 IEEE International Conference on Data Mining Workshops (ICDMW)
72990f92d538c4564a3a48cab3f949c4c0603fa4,Scientific Data
f1c4efa5e042e6bce75cfff2f57e91a353e2f349,Cerebral Cortex
52ed19ec4c3d2bc2112df413ec0f559c6725b2dc,
e91b34b9860f7d1059ffc171bb02b1269fb83098,Int. J. Hum. Comput. Stud.
ba2e3734d3b7e4b4610a90d767325676d2066ece,
21d16f93e7eea1d14d5c21a7db3c0255b0bd2856,International Conference on Computer Vision Theory and Applications
9c813dd32a55cd49699a2d9aeabb7fe1f0955c1b,
f49d3f8a61d5071c18dae38f3fee69bfc83f9d4c,Journal of The Optical Society of America A-optics Image Science and Vision
e14f87e6e1e58951e8aeb24435612d9893579e77,Journal of Vision
31b1b5ae50e5875a80709942fa1dc79d320b681c,Journal of Vision
3bfef205b6a190f0f4e7478bb4a0a15747e32d35,Journal of Vision
fd9857569fde71359cab6025d180e67218e14d29,PLoS ONE
a0527847ad4497da525148a91a9aafd498de62f3,PLoS Comput. Biol.
a6dedc5b9b45f5f9393f2afaa2d0837a7dd56686,Neuropsychologia
6879f2b5e52798a7546cbddd96f682a006b8661b,
1195d69faa40fd9d1237964747b524ac3dc3a02a,
513950430e94310476d4340b2b5df44f4d0d8346,
f8688d5d4d652eea45cbd29131208abe42c3a767,
b6948588d8c30685795cff645f9196e660240a5d,
dcbe4d0df05af15f9889e2c433e4c5aa7bda73a7,Frontiers in Neuroscience
3e04efde07c492f95552ee86d5c9315f1be63ef1,Behavior Research Methods
dd4c7a76b55c65409715c1a5e141a5abcc086939,Infant Behavior and Development
216e75d83f046d52e3558bf27d08624c9cb28b5d,Journal of Vision
3cb2636de1e24b621c36b82e00bdd5b78119218a,Neuropsychologia
522a0a9bc7dc6d06390eda43e98e656ab679e55a,Applied Psycholinguistics
8a26dd403bea80f7a88d6e8945c1b9b5739bbb72,Frontiers in Psychology
5a27f5dc103240f5e53b5d77d288e329dc71b72d,Psychonomic Bulletin & Review
3b076d56527449315556b82c6bb00b11106dfdb2,Topics in Cognitive Science
31802ed193d4a64f7c7f105f990f79a8ac0ebb70,Annual Meeting of the Cognitive Science Society
1a78dc2fc16e910a2226aec4c17d883e00f7608f,
7f973c213229fbbdd7b91dd433f2981211b25a8a,Annual Meeting of the Cognitive Science Society
b9f334afbb3052bc7f564a91ccefd75940796a7c,Scientific Reports
de43b4a01450aaed56ae86c2c795a530f457bfc2,arXiv.org
9ca829109634dcb534dacc9231ff9181408e0b0d,Scientific Reports
0ecc2cdbb5b1d811d9d7327593d146663d369f72,Memory & Cognition
49284bcba0aaf054136db67fa8acbc2b97f366b7,bioRxiv
868b399bfa7c2772f76ae32ccb82e2e14b0dea57,Psychology Science
3bd24d6a3287543603e8826a1e219bbe44756538,Wiley Interdisciplinary Reviews: Cognitive Science
700346aedb458db4ebbd0030de114643f189ec84,Cognitive Research
199cc6df64a0a7801884de56436c2b7417cccc87,Developmental Review
d101ed7ca829cf3732525886b4fdac8e211b03ee,Accident Analysis and Prevention
77c4fee824a83df6363e40b7d3d287b41a1365bd,Perceptual and Motor Skills
252a60a8989147c9a3b121712191dcd4d38f9d4d,
7c6b05b08d90a5b0c3666391aa6c00ee5e637de3,Cognition
c6d41d81c4fcf845e145f3cc63ee9a80b6b4ccc2,"Attention, Perception, & Psychophysics"
a06a4e41c4bf79925ed6f9dc94bae585695deec0,Journal of Vision
4e2ef81d75d17865a1bf70d4bafda07d0b0aaef2,PLoS ONE
0cd5c03c9247af08623facb081b07706f106df36,Canadian journal of experimental psychology = Revue canadienne de psychologie experimentale
c12080eb92c8972fee80f8247758292dce6c3c38,Frontiers in Psychology
db8b6a848cb00eeffae2ec993a1f352820c8d668,2013 IEEE International Conference on Image Processing
834b77eff8408f4be686b6b04f29c25b2d8143ee,Vision Research
defe36418a6b15dff1c07fd9e31fbfd8ab82d184,Journal of the Acoustical Society of America
0db74a55bc44668522ebbe0be800e04950612d79,
0c170fef2249cf095cc4397c47304d51224a0419,Augmentative and Alternative Communication : AAC
b15dd547ba27e2fe26f2fa418a5d728e8b9cca8d,Journal of Vision
7b92dcf43ea32122bc21a6a0f435f83be51a1ac2,Current topics in behavioral neurosciences
1fd3397f0d16f8c736b5e775eea93176b2e9fdcf,"Attention, perception & psychophysics"
b8be08d9b789fc03a3b82068f4284b6876c04cfe,
c5a0bb3652b9870c3f0df35725a29a7268627d2d,
7224105c6b7af347b77bc74bf57b4bffba5d4f6b,
9631bd9360b43b7a7f328ad804d7b4d90cfdcb9e,
b56d8d27bbab2fb583d5c56f951182d4aee80529,bioRxiv
617c2b971adf506f87bdf2c49d51149d4d3ac2b0,Cognitive Research
0fcb812e8b9ef9ac86bb957d6f9153fbd42047e9,Proceedings of the Human Factors and Ergonomics Society Annual Meeting
d6b4c1c0550e8f310d41c0a135d30bf84f39029c,bioRxiv
43a5249f554a1f470569d0d999d6479f30193d26,International Conference on Internet of Things and Machine Learning
e746b80fe761d531a4de9370580fd86c9469e86e,
7e52a36e0bfda524e057f91c9b7ee9256511f87a,Frontiers in Human Neuroscience
218581d716b6482ff391d07aa0058397f3aee582,IEEE Access
5a6dab7f069fbb8cfcec37a3843ba793e7212986,
f90f5e87cbfb9bc2f10f265b593f09b869a6b6e8,
32f7d3d1bdc6b65c841ed8eaaf5f6d699c9f5797,Communications Biology
462a68a2958c15fee460c2ee3840220504c39596,Dyslexia
ec39b312fcccfab85605b8dfcd155cd229d6f60f,Computational Visual Media
c62b125b1a1f014a36ae823a435744322d939b8c,Frontiers in Psychology
cd34d6f4e4bbdbae030d88ac3212c456aaa2a480,Eye Tracking Research & Application
c6c0cbd009eaff35ee042fef4248abb97b599ce5,Behavior Research Methods
e447c9c6ebc887c1ae42c6d0a0854cc18863dc31,Journal of Vision
49ab09c9ef2e3aefece31c6cc09c2671106c9438,
3368dc323e55879f49e622c6de9e004f3e4ce68d,Perception
1f10cb38329d86c7072a43f050156b5fb1c4329c,Restorative Neurology and Neuroscience
a2db77aa87069d1b158bbdab0ab759a5e0022c84,
5e06b453fd07aa14c7f11c519d9581e647627aff,Vision Research
5d655451ee17ce3f6dcf4b3b7949dcc0933c1f8a,Memory & Cognition
fe78b67ed34abf3f860279f3d264aa9da4d31b93,Scientific Reports
35c37bbbd52daed635216a0cb3015ef8dc85a0c4,Journal of Vision
53b6df26325e5f668ea37cd095a5f55c861be9de,Vision Research
08562b51fc9f4d960ca1d43324f1e6a5945afcb1,"Attention, Perception, & Psychophysics"
c770c73a596cc6aefe3ffb0a6b328946d15ddd73,Vision Research
eb3dc6ac54ff8f8a5e8a29bc2499d8eaf59d4c06,Vision Research
c539b77cb055cb89c83800b5adf99bfa2747f394,Visual Cognition
b947456afdaf07f3b2e28f97e4e746e830cd6177,
9ad42287cc6cc7b034c1ef30553172e773fd1dcd,
61391dd4dc87520bb58cc47888838cbd35f17316,
83f4c535830e433b7241cb1cb16f97b97387cab6,Journal of Vision
b9e1969b011752db5529bc1fdbec983024844f1d,Психология и Психотехника
7a33134ed12095bdf25b1d953ca5577c2177fefe,BMC Psychology
e24546ac44ea06f5543c2e48b3d3c0fc24478758,bioRxiv
6e955ca591ecc3145f0f43c8860dc7d879cb2dbe,International Conference on Human Factors in Computing Systems
a49603f513e43fa9778e428ff0850f07b949ea59,Journal of Vision
480edbb6cd2dae2deed36b7c1090ee7d97d0ced2,Psychology Review
f28745123048ef1a85b74dccf473de5815b5f86e,Hum. Factors
3ee287e8e7a8f0cecfa6d24c63eacfc9b7a3a5f6,"Attention, Perception, & Psychophysics"
43e191e93c50d06200f05a0e17a9a08158bc6f51,IEEE International Joint Conference on Neural Network
32609b2b365b85f92511da708e71651f485a8149,Journal of search & rescue
8b65bbab9c8c4d1e502dc23b9795c26d20f176b8,Cognitive Research
70a646f1c686c666641605765325c8d93a8274fa,ETRA Adjunct
1c6afba8d8867cc34579285f54cfec14e261e702,arXiv.org
d721d61ef67573dd39da9bb1323450442765285d,Journal of Medical Imaging
8e6a19cf4cb49ae3779d6a95e4085ea16e5f7187,bioRxiv
424744f688d475fbe3e71ddc2e1cf3be8465395d,Cognitive Research
61d65fa5aff49106be15680ee8ed58fd432e7708,
3c70f00af5aed755a594315a184b6031be9be765,Psychology Science
3073b45997e9cec21895f2fd8fcda57ab9dd5a4c,Scientific Reports
8ae05a9b77bcd3ba8eadf996da9689e2d1685cd3,arXiv.org
bdbd1f0e15f4f3c7e45ac21355fe78dded18b4ea,i-Perception
611146c2b6bdf57098d60a2679e11fe512191cbd,"Attention, Perception, & Psychophysics"
f30b811f691d50f1a5f110709605a0ea3ded590f,Journal of Eye Movement Research
b3ae15636b29991aca5dc52ee0722a8f3aef11dc,PLoS ONE
eac220b2b0dfc969a5ac0b46ca9cff1e2088a3e0,
3fc2495a5e7f3b130e3810cd89deeac0742527d6,
b4b456f343c19b47cd04bedb1b8fa3f123b6160c,Journal of Cognitive Neuroscience
8165c27ab4f5492c1867d347257cf00c7b16fbc4,Applied Ergonomics
212b5191f3e65c637774b8bba080650ea986f007,Cognition
d030d00f0300eccd8dbba3f236d0898cea238619,
fe5004192f41d3469131d226aba5d5fa049ca462,Perception
3575090a50ca7bf0d368919915d81b5705a6a7fd,Journal of Experimental Psychology: Human Perception and Performance
8561f1c8f55345481f12a4be0a5dd5a0bbee49f6,PLoS ONE
57a738f58f8fe8d552b5c3b7260f24d3220ca8ad,"Attention, Perception, & Psychophysics"
237a31f1aeeab000b303c86861fd4c9879c43ab3,"Attention, Perception, & Psychophysics"
8c21dfa17c0223aa60e6d1bfa3164f082a3ffb64,Cerebral Cortex
3cb5d7565f142e7f06d1ab72c7adaed0966c143c,"Cognitive, Affective, & Behavioral Neuroscience"
5561b0ae8b1b707d4cd1c1e63cd44ffe14b09538,2013 IEEE 10th International Conference on Ubiquitous Intelligence and Computing and 2013 IEEE 10th International Conference on Autonomic and Trusted Computing
98bf955874a6c57d3080f8802b3db0c45221d5b0,Frontiers in Psychology
df57a31f94a620202ba7fe24ab536b8f78e2dee0,Proceedings of the IEEE
5f8da049d7202e9036fa8dae3edf5a881498bea2,Journal of Vision
30bae43f0c2c3db0abf468259e27b0645fb671ed,Psychological Research
bc0eb0820e5a965d0d5c1e5a8ba65bc1efe4fe19,Frontiers in Psychology
53103849557aac1687745437af4a359937b4502f,NeuroImage
8ec7f05cdc8442ec965488787f194a2b147d5653,International Conference on Intelligent Human Computer Interaction
3107d3152d1ececaf755956d4df26eafa9ff5557,Infancy
97d7e313e7e8271208250bbed9d52a3c46f26e88,Ergonomics
b34b09a67d2ca0d5d27da4176f357de4fad3785d,Indo-Japan Conference on Perception and Machine Intelligence
012de5a49718bf6aa76101e9cbe297d6719fe96a,Front. Psychology
b8b1284cd7f7c8cc03bcaf3d32a27ee4be1655ca,
c0b4ab9314f0c3156136a6b52747e6237b836356,
96ae1d6a8da4931b65149d8e8ae43dc7e297f669,
612c6e8875a42ef346a2347c2afab13a8a110879,
5a674213d6133ac36bc2ccfa85c9cc8e4114e018,
442aebd21b9dbcca95bdf46a38367afb16103db6,
0a8c21cfa789dc01a13abb14623276c399ff3ec6,Wiley Interdisciplinary Reviews: Cognitive Science
9abcd9f65f7c76a679bec257b3b59c8fe1195188,Current Biology
87e02066f47dbc5c863be6c3ed82404c141bcc63,Proc. ACM Hum. Comput. Interact.
744f7be3735e73e9468ab113adc6fe481445516e,Psychonomic Bulletin & Review
33f2b9a1af4310e3f9e820a4de2340aeb7062b08,Cognition
99e4f6737f19d0103761eed69ef2786f57f917a0,Eye Tracking Research & Application
ddb3831477af51f700bfab7ee23d2b2875de41b7,NeuroImage
290b945ab2c082c81feeec8d4dff6f0762338ef8,Psychonomic Bulletin & Review
2817deb0de94335d981606430f542f1e9c9813fe,bioRxiv
e7bcb8e8eaa65ae476ffeffa75970411154b3eb8,Handbook of Human Factors and Ergonomics
28fc872fb3c3d809cc2d845209d531f95fd6cdf1,International Journal of Industrial Ergonomics
f1d3fdb1bd1dba9000c6bb9f9d71d00f14ac65fe,Hum. Factors
1b04936c2599e59b120f743fbb30df2eed3fd782,Nature Machine Intelligence
fd772c8cec07abc4895b8bb5f8d8d25dbc5c776e,Journal of experimental psychology. General
6e8dcc21dd45a03814532e149fae06515e79d0ed,Cognition
8f127d8e180753ce87e79dfff42129bf17867f98,International Journal of Industrial Ergonomics
e4a15ef00ae25da688895930ba908f37357ad152,Neuropsychologia
c6bb7bc8ead7df20038841884cc1a4bd41789e6b,
ad7dfdc554ef212e5e33b67c63bebf3777ada656,Frontiers in Psychology
19232139eaaebcc9a84993423eed1c8ed533f532,International Conference on Automated Software Engineering
ac85d64087b1f42ee6eacb4634d3966df8a0e6b5,Journal of Vision
a8a55c02402435675962b7ea5321c74f58a62b90,2014 9th International Conference on the Quality of Information and Communications Technology
57dc512925eb1a64e01116f6933970014191c678,
3723762691c601517cff097e0712929380603c8a,Proceedings of the National Academy of Sciences of the United States of America
87e66fbfce90401ddb78f29ba835500c08934e52,Acta Psychologica
d21465e6ab4e0f4d3d5b379f19d7500a09e68976,"Attention, Perception, & Psychophysics"
45ee54ebd3fec5e2ccf3a5708c8426d8d7c6c9ca,
2ca43b02dc12c469d739f4f0158b5e86f0ad21cd,
c48ee065fe393f5187a715e95bf3b4a832f300d6,
d8d1ba51d0c8d90c1406cd75787b8879577f1893,
6b6fe7c222ff86fd255e5bb3c1728cc07ebe45fb,
d1478844460ead7e7fad3441b159e642949a7645,
34a0a0bd0303b38995c85761ffffbd13b2f28b94,
3800fe7fbc7e6bd228a3606d8b28bfe7b0f34e5e,Australasian Journal of Philosophy
0a21557304cfd0657d20511338c1181be36545d7,Cognition
9d0360cf3b5134de116bcfcde9ce316fc2855155,Robotica (Cambridge. Print)
6dea976704aee424856ae8d0fb29df91fa31d97a,2024 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct)
4c5fbde0b0ffd497aa6a0ac682494ea31ab6d2cd,arXiv.org
09204d97a81f8fb99f3ae6a8c9605dccbe1609f9,bioRxiv
c5473914cc017fb16becc61a1d96f2c75ea4b8ce,Automation in Construction
cfe57f2336fb823f08bcd57b24fbab0672b31cf5,bioRxiv
363d6f4d549e71c67237f40c51564e1b6ca54eaf,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies
e14245ca7592a463923103ba4810a28881e6db5a,Current Psychology
c757645d789cd78eac171185238b8f1d58ddecd1,Frontiers in Human Neuroscience
692ef7389019a20df07d8c54c75e8a483722d64b,Engineering Interactive Computing System
3ed5a4839641c97b79b403de5d6b053a004d2524,Scientific Reports
cfa45ed1fd7e81276e2e16e302ccf61bc81e2810,Frontiers Virtual Real.
f3401b08e507bfe3112f2af0fe108cf59e9514d8,
ee9d21c2ddbf12209b16de7a01e269128177e098,International Conference on Multimedia Retrieval
96ca01e8c05d8fa2bba0e0a35dd85d47b9f9e62e,Cognition
96f360d541e05706abc0ce73a3a85b3366eeebb8,Journal of the Acoustical Society of America
94401d8b0568ea402d48e804a09419bd5519b4d8,arXiv.org
a71986d0384cc96edc66a85fc291a616b78de638,2024 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)
ee8b38777372cca1d289d1baa769a7f469948eff,"2024 2nd International Conference on Device Intelligence, Computing and Communication Technologies (DICCT)"
af578f2d582d0d60eaed847719ada1817be37619,Smart Health
848a8041667e03afcd6434f0df88b1743e93fc91,PLoS ONE
1b2fc1adb0752b5acc7a945550d13f3da385cfe3,Cognitive Sciences
2a363e182631e42c4e813df668a223ec8ed55a6f,PLoS ONE
38c4564561c37c91f0dcda8f2326115911e8909c,2023 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct)
7252cda2d65e8e15a9836bff3f1c7df2d48c19f1,Journal of Vision
46a8c09317de25b746959034724ad0a03b6025d1,"Attention, Perception, & Psychophysics"
3276e958809fb623f59fdf0236361840a4ef5860,Psychological Research
412b5cff3c087db004c8099911e799d344172827,International Conference on Human Factors in Computing Systems
948a80266300cc04c1ce62b130f753ec1517bfe2,International Conference on Human Factors in Computing Systems
86a822f33177a23bcadfb4074c992f16f9fa1171,Journal of Neuroscience
58b8b2fba7a11eb607169b4b7591d94443cb6967,Journal of Psychopharmacology
893938d789d890a1ccd3a282a025691740ed4b0d,ISPRS Int. J. Geo Inf.
1c93d7ca85785785ba0d1a35f2051c5e5ffce257,bioRxiv
1dc7cc872e2daa32dfffad0b417392e2c674d5bb,"Attention, Perception, & Psychophysics"
03043d345a35cdd317d67291c336393a6f224490,Scientific Reports
487490afc4e3e19d57b3a02c0de39eb85ae7bdab,Machine-mediated learning
4910fb68c31002f97fa20d0d2761f11becc620cc,NeuroImage
9b933fd001cffed414d3cde200f9e5f3582992a2,Brain Science
a7c18422fef5dd1cda8f72ae6b93673acd8b961a,2022 6th Scientific School Dynamics of Complex Networks and their Applications (DCNA)
e05755a3decae2fd9fd12464e344960a5b67cd62,The Philosophical Quarterly
718904b0036f2b54d7affd6deebbd8bef76f4c02,British Journal of Psychology
c846fab3c022b220580b992948762059357b5dcb,Cognitive Research
03f2a15fe1d6aa329e314b766421d515eb90d202,GameSys@MMSys
e081493e036e75e6a7f02d7e8938a8b2a37de3e5,Annual Review of Vision Science
bcebd82c1fa70336aa151791dfe2975a730995fd,"Attention, Perception, & Psychophysics"
fc3caabcdf5706cb0892b2c5a57032435e50c635,Heliyon
a5e26fca713d1af83fc60e27520e82f6b98ad297,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies
e445fc45793e11390220bffc92dc52bc8d22abbd,arXiv.org
55260055f297e706b87b1f8fa0b2b5463d1fca0e,Military Technical Collection
